uniqueID,wudget,quantityAdj,pricePer,totalPricePaid,totalTaxesPaid,shipPrice,listPrice,currencyID,categoryID,listingType,auction,quantityBid,startTime,endTime,fixedTime,day,gmtHour,shippedTime,totalFeedbackN,positiveFeedbackPercent,city,state,postalCode,conditionInfo,orderStatus
354,C,1,19.49,19.49,0,0,19.49,USD,9972,FixedPriceItem,FALSE,0,6/2/19 18:42,6/2/19 18:50,,Saturday,12:00 AM,6/3/19 18:43,4070,99.8,The Villages,Florida,32162,Used,D
355,A,1,19.27,19.27,0,3.28,15.99,USD,175837,FixedPriceItem,FALSE,0,5/6/19 2:45,5/6/19 0:00,5/6/19 0:00,Monday,12:00 AM,5/6/19 12:10,2218,99.6,Englewood,Florida,34223,Used,D
356,A,1,19,19,0,0,19,USD,175837,FixedPriceItem,FALSE,0,6/15/19 16:05,6/15/19 16:10,6/15/19 16:10,Saturday,4:00 PM,6/15/19 19:05,100,100,Brooksville,Florida,34602,Used,D
357,A,1,19,19,0,0,19,USD,175837,FixedPriceItem,FALSE,0,3/26/19 20:59,3/26/19 20:59,3/26/19 20:59,Tuesday,8:00 PM,3/28/19 16:57,231,100,Fort Lauderdale,Florida,33328,Used,D
358,A,1,18.78,18.78,0,3.78,15,USD,175837,FixedPriceItem,FALSE,0,4/23/19 14:56,4/24/19 2:57,4/24/19 2:57,Wednesday,2:00 AM,4/24/19 12:23,1,100,Altamonte Springs,Florida,32701,Used,D
359,A,1,18.75,18.75,0,3.75,15,USD,175837,FixedPriceItem,FALSE,0,1/20/19 22:45,1/20/19 22:45,1/20/19 22:45,Sunday,10:00 PM,1/24/19 18:48,23,100,Hollywood,Florida,33023,Used,D
360,A,1,18.75,18.75,0,3.75,15,USD,175837,FixedPriceItem,FALSE,0,1/25/19 18:37,1/25/19 18:37,1/25/19 18:37,Friday,6:00 PM,1/25/19 18:59,40,100,Miami,Florida,33170,Used,D
361,A,1,18.5,18.5,0,0,18.5,USD,175837,Chinese,FALSE,1,5/21/19 12:57,5/21/19 13:00,5/21/19 13:00,Tuesday,1:00 PM,5/21/19 14:42,59,50,Orlando,Florida,32828,Used,D
362,A,1,17.99,17.99,0,0,17.99,USD,175837,FixedPriceItem,FALSE,0,5/7/19 23:42,5/7/19 23:53,5/7/19 23:53,Tuesday,11:00 PM,5/9/19 8:34,131,100,Melbourne,Florida,32940,Used,D
363,A,1,16.53,16.53,0,4.53,12,USD,175837,FixedPriceItem,FALSE,0,4/28/19 17:50,4/29/19 5:51,4/29/19 5:51,Monday,5:00 AM,\N,22,100,Orlando,Florida,32820,Used,D
364,A,1,16,16,0,0,16,USD,175837,FixedPriceItem,FALSE,0,7/3/19 21:13,7/3/19 21:18,7/3/19 21:18,Wednesday,9:00 PM,\N,250,100,Rockledge,Florida,32955,Used,O
365,A,1,14.99,14.99,0,0,14.99,USD,175837,FixedPriceItem,FALSE,0,4/7/19 23:34,4/7/19 23:34,4/7/19 23:34,Sunday,11:00 PM,4/8/19 21:24,4147,99.6,Winter Park,Florida,32792,Used,D
366,A,1,14.53,14.53,0,4.53,10,USD,175837,Chinese,FALSE,1,3/2/19 21:46,3/2/19 21:46,3/2/19 21:46,Saturday,9:00 PM,3/3/19 22:11,27,0,Orlando,Florida,32822,Used,D
367,A,1,12.75,12.75,0,3.75,9,USD,175837,FixedPriceItem,FALSE,0,1/20/19 22:38,1/20/19 22:38,1/20/19 22:38,Sunday,10:00 PM,1/24/19 18:49,23,100,Hollywood,Florida,33023,Used,D
368,A,1,8,8,0,3,5,USD,175837,Chinese,FALSE,1,6/28/19 22:39,6/28/19 23:00,6/28/19 23:00,Friday,11:00 PM,6/29/19 17:14,137,100,Port Saint Lucie,Florida,34986,Used,O
369,A,1,19.53,19.53,0,4.53,15,USD,175837,FixedPriceItem,FALSE,0,3/22/19 3:19,3/22/19 3:19,3/22/19 3:19,Friday,3:00 AM,3/22/19 19:38,94,100,Newark,Delaware,19711,Used,D
370,B,25,8,200,0,0,200,USD,175837,FixedPriceItem,FALSE,0,6/4/19 13:59,6/4/19 15:45,6/4/19 15:45,Tuesday,3:00 PM,6/5/19 7:00,17156,98.4,Waterbury,Connecticut,6708,Used,D
371,A,1,20,20,0,0,20,USD,175837,FixedPriceItem,FALSE,0,2/25/19 2:10,2/25/19 2:10,2/25/19 2:10,Monday,2:00 AM,2/25/19 15:48,256,100,Southbury,Connecticut,6488,Used,D
372,A,1,20,20,0,0,20,USD,175837,FixedPriceItem,FALSE,0,6/7/19 1:48,6/7/19 16:21,6/7/19 16:21,Friday,4:00 PM,6/10/19 18:52,49,100,Glastonbury,Connecticut,6033,Used,D
373,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,3/16/19 6:42,3/16/19 6:42,3/16/19 6:42,Saturday,6:00 AM,3/18/19 16:17,0,0,Newtown,Connecticut,6470,Used,D
374,A,1,19.53,19.53,0,4.53,15,USD,175837,Chinese,FALSE,1,2/2/19 18:00,2/2/19 18:00,2/2/19 18:00,Saturday,6:00 PM,\N,2365,98.5,Southport,Connecticut,6890,Used,D
375,A,1,14.95,14.95,0,5,9.95,USD,175837,FixedPriceItem,FALSE,0,6/7/19 2:28,6/7/19 2:30,6/7/19 2:30,Friday,2:00 AM,6/10/19 20:44,50,100,Stamford,Connecticut,6906,Used,D
376,B,30,4.866666667,146,0,0,146,USD,175837,Chinese,FALSE,1,4/24/19 23:55,5/1/19 23:55,5/1/19 23:55,Wednesday,11:00 PM,5/23/19 4:41,0,0,Boulder,Colorado,80303,Seller ref,D
377,B,4,5,20,0,0,20,USD,175837,FixedPriceItem,FALSE,0,1/3/19 22:49,1/3/19 22:49,1/3/19 22:49,Thursday,10:00 PM,1/7/19 23:24,33,100,Denver,Colorado,80221,Used,D
378,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,4/8/19 19:17,4/8/19 19:17,4/8/19 19:17,Monday,7:00 PM,4/9/19 13:30,527,100,Parker,Colorado,80138,Used,D
379,A,1,17.87,17.87,0,4.57,13.3,USD,175837,Chinese,TRUE,2,3/12/19 0:52,3/12/19 0:52,3/12/19 0:52,Tuesday,12:00 AM,3/19/19 3:20,0,50,Grand Junction,Colorado,81504,New,D
380,A,1,8.28,8.28,0,3.28,5,USD,175837,Chinese,FALSE,1,3/31/19 22:20,3/31/19 22:20,3/31/19 22:20,Sunday,10:00 PM,3/31/19 22:25,56,100,Pueblo,Colorado,81007,Used,D
381,P,40,10.47625,419.05,0,17.6,395.95,USD,175837,FixedPriceItem,FALSE,0,2/9/19 1:37,2/9/19 1:37,2/9/19 1:37,Saturday,1:00 AM,2/11/19 21:54,5804,99.6,San Diego,California,92105,Used,D
382,A,3,16.66666667,50,0,5,45,USD,175837,FixedPriceItem,FALSE,0,6/29/19 4:14,6/29/19 2:30,6/29/19 2:30,Saturday,2:00 AM,6/29/19 12:35,27,96.6,San Ysidro,California,92173,Used,O
383,A,2,20,40,0,0,40,USD,175837,FixedPriceItem,FALSE,0,1/2/19 1:16,1/2/19 1:16,1/2/19 1:16,Wednesday,1:00 AM,1/4/19 0:18,223,100,Elk Grove,California,95758,New,D
384,C,1,27,27,0,5,22,USD,9972,FixedPriceItem,FALSE,0,5/7/19 20:17,5/7/19 20:26,,Saturday,12:00 AM,5/9/19 1:58,73,100,Redwood City,California,94061,Used,D
385,C,1,26.9,26.9,0,4.95,21.95,USD,9972,FixedPriceItem,FALSE,0,6/23/19 22:08,6/23/19 22:15,,Saturday,12:00 AM,6/24/19 7:06,753,99.2,Alameda,California,94501,Used,O
386,A,1,21.96,21.96,0,0,19.95,USD,11442,FixedPriceItem,FALSE,0,6/14/19 1:04,6/21/19 2:30,6/21/19 2:30,Friday,2:00 AM,6/21/19 16:37,10,100,Cupertino,California,95014,Like New,O
387,A,1,21,21,0,0,21,USD,175837,FixedPriceItem,FALSE,0,2/26/19 22:18,2/26/19 22:18,2/26/19 22:18,Tuesday,10:00 PM,2/27/19 18:40,207,98.9,Spring Valley,California,91977,Used,D
388,A,1,20.01,20.01,0,4.81,15.2,USD,175837,Chinese,TRUE,2,6/1/19 20:03,6/8/19 20:03,6/8/19 20:03,Saturday,8:00 PM,6/10/19 1:08,152,100,San Leandro,California,94577,Used,D
389,A,1,20,20,0,0,20,USD,175837,FixedPriceItem,FALSE,0,5/25/19 20:32,5/25/19 20:35,5/25/19 20:35,Saturday,8:00 PM,5/28/19 13:01,2,100,Fresno,California,93720,New,D
390,A,1,20,20,0,0,20,USD,175837,FixedPriceItem,FALSE,0,1/19/19 0:05,1/19/19 0:05,1/19/19 0:05,Saturday,12:00 AM,1/22/19 18:47,1097,99.4,Chula Vista,California,91911,Used,D
391,A,1,20,20,0,0,20,USD,175837,FixedPriceItem,FALSE,0,1/19/19 0:05,1/19/19 0:05,1/19/19 0:05,Saturday,12:00 AM,1/22/19 18:47,1097,99.4,Chula Vista,California,91911,Used,D
392,A,1,20,20,0,0,20,USD,175837,FixedPriceItem,FALSE,0,5/1/19 19:34,5/1/19 19:42,5/1/19 19:42,Wednesday,7:00 PM,5/3/19 20:06,1192,99.1,Chula Vista,California,91911,Used,D
393,A,1,20,20,0,0,20,USD,175837,FixedPriceItem,FALSE,0,2/28/19 5:27,2/28/19 5:27,2/28/19 5:27,Thursday,5:00 AM,3/1/19 23:35,98,100,San Francisco,California,94103,Used,D
394,A,1,20,20,0,0,20,USD,175837,FixedPriceItem,FALSE,0,5/23/19 4:16,5/23/19 4:22,5/23/19 4:22,Thursday,4:00 AM,5/23/19 12:28,20,0,San Marcos,California,92078,Used,D
395,A,1,20,20,0,0,20,USD,3783,FixedPriceItem,FALSE,0,5/18/19 1:01,5/18/19 1:05,5/18/19 1:05,Saturday,1:00 AM,5/19/19 8:46,204,100,Anaheim,California,92801,Like New,D
396,A,1,20,20,0,0,20,USD,175837,FixedPriceItem,FALSE,0,6/2/19 21:23,6/2/19 21:28,6/2/19 21:28,Sunday,9:00 PM,6/4/19 19:34,538,100,North Hollywood,California,91601,Open box,D
397,A,1,19.99,19.99,0,3,16.99,USD,175837,Chinese,FALSE,1,6/3/19 2:00,6/3/19 2:01,6/3/19 2:01,Monday,2:00 AM,6/3/19 18:10,14396,99.6,Taft,California,93268,Used,D
398,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,5/15/19 18:16,5/15/19 18:29,5/15/19 18:29,Wednesday,6:00 PM,5/16/19 0:15,98,100,Sunnyvale,California,94086,Used,D
399,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,6/12/19 20:17,6/12/19 20:22,6/12/19 20:22,Wednesday,8:00 PM,6/12/19 21:25,70,100,Glendale,California,91202,Used,D
400,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,6/30/19 22:23,6/30/19 22:27,6/30/19 22:27,Sunday,10:00 PM,7/1/19 6:58,41,100,Los Angeles,California,90014,Used,O
401,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,3/28/19 2:34,3/28/19 2:34,3/28/19 2:34,Thursday,2:00 AM,3/28/19 16:48,1751,100,San Diego,California,92168,Used,D
402,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,4/2/19 2:17,4/2/19 2:17,4/2/19 2:17,Tuesday,2:00 AM,4/2/19 2:37,349,95.8,Oxnard,California,93035,New,D
403,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,4/29/19 0:43,4/29/19 0:48,4/29/19 0:48,Monday,12:00 AM,4/29/19 7:17,46,100,San Diego,California,92122,Used,D
404,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,5/27/19 5:57,5/27/19 2:30,5/27/19 2:30,Monday,2:00 AM,5/30/19 19:40,205,100,San Francisco,California,94124,Used,D
405,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,3/7/19 4:58,3/7/19 4:58,3/7/19 4:58,Thursday,4:00 AM,3/7/19 21:06,1368,99.3,Pomona,California,91767,Used,D
406,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,6/5/19 7:21,6/5/19 19:23,6/5/19 19:23,Wednesday,7:00 PM,6/7/19 1:01,16,100,San Diego,California,92115,Used,O
407,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,5/1/19 20:58,5/1/19 21:02,5/1/19 21:02,Wednesday,9:00 PM,5/3/19 4:13,141,100,Redding,California,96001,New,D
408,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,5/15/19 21:09,5/15/19 21:14,5/15/19 21:14,Wednesday,9:00 PM,5/15/19 22:05,75,100,Bakersfield,California,93390,Used,D
409,A,1,19.95,19.95,0,0,19.95,USD,175837,FixedPriceItem,FALSE,0,6/11/19 22:42,6/11/19 22:47,6/11/19 22:47,Tuesday,10:00 PM,6/12/19 23:15,1400,100,Redding,California,96002,Used,D
410,A,1,19.95,19.95,0,0,19.95,USD,175837,FixedPriceItem,FALSE,0,3/19/19 23:47,5/26/19 18:02,5/26/19 18:02,Sunday,6:00 PM,5/27/19 3:25,94,100,Novato,California,94947,Used,D
411,A,1,19.95,19.95,0,0,19.95,USD,175837,FixedPriceItem,FALSE,0,5/6/19 1:43,5/6/19 1:46,5/6/19 1:46,Monday,1:00 AM,5/6/19 2:35,286,100,Ripon,California,95366,Used,D
412,A,1,19.95,19.95,0,0,19.95,USD,175837,FixedPriceItem,FALSE,0,5/8/19 0:37,5/8/19 0:55,5/8/19 0:55,Wednesday,12:00 AM,5/8/19 2:09,287,100,Ripon,California,95366,Used,D
413,A,1,19.95,19.95,0,0,19.95,USD,175837,FixedPriceItem,FALSE,0,5/22/19 5:09,5/22/19 5:16,5/22/19 5:16,Wednesday,5:00 AM,5/22/19 15:48,3781,100,Ceres,California,95307,Used,D
414,A,1,19.88,19.88,0,0,19.88,USD,175837,FixedPriceItem,FALSE,0,6/1/19 0:09,6/1/19 0:39,6/1/19 0:39,Saturday,12:00 AM,6/1/19 8:43,183,97.9,San Ysidro,California,92173,Used,D
415,A,1,19.81,19.81,0,4.81,15,USD,3144,FixedPriceItem,FALSE,0,6/8/19 23:57,6/9/19 0:01,6/9/19 0:01,Sunday,12:00 AM,6/9/19 8:04,446,100,Pacifica,California,94044,\N,D
416,A,1,19.74,19.74,0,3.75,15.99,USD,2228,FixedPriceItem,FALSE,0,1/23/19 23:09,1/23/19 23:09,1/23/19 23:09,Wednesday,11:00 PM,1/24/19 0:01,107,100,Torrance,California,90503,Good,D
417,A,1,19.69,19.69,0,4.69,15,USD,175837,Chinese,FALSE,1,4/23/19 23:40,4/23/19 23:49,4/23/19 23:49,Tuesday,11:00 PM,4/25/19 15:00,1648,100,Calexico,California,92231,Used,D
418,A,1,19.69,19.69,0,4.69,15,USD,175837,Chinese,FALSE,1,5/26/19 5:02,5/26/19 2:30,5/26/19 2:30,Sunday,2:00 AM,5/27/19 6:38,23,100,Oceanside,California,92056,Used,D
419,A,1,19.5,19.5,0,7.5,12,USD,175837,Chinese,FALSE,1,5/1/19 20:10,5/8/19 20:10,5/8/19 20:10,Wednesday,8:00 PM,5/8/19 21:54,227,100,Manteca,California,95336,Used,D
420,A,1,19.45,19.45,0,0,19.45,USD,175837,FixedPriceItem,FALSE,0,5/23/19 23:29,5/23/19 23:37,5/23/19 23:37,Thursday,11:00 PM,5/25/19 1:05,2471,99.8,Elk Grove,California,95758,Used,D
421,A,1,19.19,19.19,0,4.19,15,USD,2228,FixedPriceItem,FALSE,0,3/25/19 2:02,3/25/19 2:02,3/25/19 2:02,Monday,2:00 AM,4/21/19 20:14,282,100,Del Mar,California,92014,Like New,D
422,A,1,19,19,0,0,19,USD,61312,FixedPriceItem,FALSE,0,6/30/19 3:44,6/30/19 2:30,6/30/19 2:30,Sunday,2:00 AM,7/1/19 20:14,6900,100,Rail Road Flat,California,95248,Used,O
423,A,1,19,19,0,0,19,USD,175837,FixedPriceItem,FALSE,0,5/30/19 13:08,5/30/19 13:18,5/30/19 13:18,Thursday,1:00 PM,6/4/19 22:44,188,100,Chico,California,95926,Used,D
424,A,1,18.99,18.99,0,0,18.99,USD,175837,FixedPriceItem,FALSE,0,4/18/19 20:33,4/18/19 20:33,4/18/19 20:33,Thursday,8:00 PM,4/19/19 15:48,110,100,San Luis Obispo,California,93405,Used,D
425,A,1,18.95,18.95,0,0,18.95,USD,175837,FixedPriceItem,FALSE,0,6/30/19 1:25,6/30/19 1:29,6/30/19 1:29,Sunday,1:00 AM,6/30/19 1:57,692,100,Oxnard,California,93030,Used,O
426,A,1,18.76,18.76,0,3.88,14.88,USD,175837,FixedPriceItem,FALSE,0,6/11/19 16:32,6/11/19 16:35,6/11/19 16:35,Tuesday,4:00 PM,6/12/19 1:57,507,100,San Jose,California,95111,Used,D
427,A,1,18.5,18.5,0,0,18.5,USD,175837,FixedPriceItem,FALSE,0,5/15/19 21:15,5/15/19 21:22,5/15/19 21:22,Wednesday,9:00 PM,5/16/19 20:49,190,100,El Centro,California,92243,Used,D
428,A,1,18,18,0,0,18,USD,175837,FixedPriceItem,FALSE,0,5/11/19 20:24,5/11/19 20:32,5/11/19 20:32,Saturday,8:00 PM,5/15/19 2:32,12,100,Anaheim,California,92808,Used,D
429,A,1,18,18,0,0,18,USD,175837,FixedPriceItem,FALSE,0,1/18/19 22:00,1/18/19 22:00,1/18/19 22:00,Friday,10:00 PM,1/19/19 19:31,495,100,Sacramento,California,95816,Used,D
430,A,1,18,18,0,0,18,USD,175837,FixedPriceItem,FALSE,0,2/23/19 20:32,2/23/19 20:32,2/23/19 20:32,Saturday,8:00 PM,2/23/19 21:31,5902,99.2,Buena Park,California,90620,Used,D
431,A,1,17.99,17.99,0,0,17.99,USD,175837,FixedPriceItem,FALSE,0,4/28/19 16:32,4/28/19 16:36,4/28/19 16:36,Sunday,4:00 PM,4/28/19 18:09,1669,100,Fresno,California,93702,Used,D
432,A,1,17.99,17.99,0,0,17.99,USD,175837,FixedPriceItem,FALSE,0,6/26/19 16:45,6/26/19 21:41,6/26/19 21:41,Wednesday,9:00 PM,6/26/19 18:04,11465,99.2,Anaheim,California,92802,Used,O
433,A,1,17.9,17.9,0,7.9,10,USD,175837,Chinese,FALSE,1,5/14/19 17:11,5/14/19 17:24,5/14/19 17:24,Tuesday,5:00 PM,5/16/19 1:20,2642,100,Reseda,California,91335,Used,D
434,A,1,17.75,17.75,0,0,17.75,USD,175837,FixedPriceItem,FALSE,0,4/18/19 3:53,4/18/19 3:53,4/18/19 3:53,Thursday,3:00 AM,4/20/19 2:11,217,97,Elk Grove,California,95624,Used,D
435,A,1,17.69,17.69,0,4.69,13,USD,175837,FixedPriceItem,FALSE,0,3/25/19 3:50,3/25/19 3:50,3/25/19 3:50,Monday,3:00 AM,\N,0,0,Chico,California,95926,Used,D
436,A,1,17.09,17.09,0,4.1,12.99,USD,61312,FixedPriceItem,FALSE,0,1/5/19 1:31,1/5/19 1:31,1/5/19 1:31,Saturday,1:00 AM,1/5/19 20:26,3512,99.9,Chula Vista,California,91911,Used,D
437,A,1,17,17,0,5,12,USD,175837,FixedPriceItem,FALSE,0,3/28/19 19:27,3/28/19 19:27,3/28/19 19:27,Thursday,7:00 PM,3/28/19 23:27,22,100,Fullerton,California,92833,Used,D
438,A,1,17,17,0,3,14,USD,175837,FixedPriceItem,FALSE,0,4/5/19 23:03,4/5/19 23:03,4/5/19 23:03,Friday,11:00 PM,4/7/19 2:46,1886,100,Burlingame,California,94010,Used,D
439,A,1,16.95,16.95,0,0,16.95,USD,175837,FixedPriceItem,FALSE,0,12/30/18 2:30,12/30/18 2:30,12/30/18 2:30,Sunday,2:00 AM,12/30/18 2:49,338,100,Winters,California,95694,Used,D
440,A,1,16.69,16.69,0,4.69,12,USD,175837,FixedPriceItem,FALSE,0,3/25/19 3:48,3/25/19 3:48,3/25/19 3:48,Monday,3:00 AM,\N,0,0,Chico,California,95926,Used,D
441,A,1,16.61,16.61,0,4.81,11.8,USD,175837,Chinese,FALSE,1,2/19/19 22:19,2/19/19 22:19,2/19/19 22:19,Tuesday,10:00 PM,3/19/19 2:41,1,100,Albany,California,94706,Used,D
442,A,1,16.5,16.5,0,0,16.5,USD,175837,FixedPriceItem,FALSE,0,6/11/19 5:12,6/11/19 2:30,6/11/19 2:30,Tuesday,2:00 AM,6/12/19 5:16,515,99.8,San Francisco,California,94107,Used,D
443,A,1,16.5,16.5,0,1.5,15,USD,175837,FixedPriceItem,FALSE,0,5/26/19 4:25,5/26/19 2:30,5/26/19 2:30,Sunday,2:00 AM,5/27/19 3:12,483,100,Burlingame,California,94010,Used,D
444,A,1,16,16,0,8,8,USD,175837,FixedPriceItem,FALSE,0,4/14/19 1:11,4/14/19 1:11,4/14/19 1:11,Sunday,1:00 AM,4/15/19 19:23,86,100,Buena Park,California,90621,Used,D
445,A,1,16,16,0,0,16,USD,175837,FixedPriceItem,FALSE,0,3/21/19 1:17,3/21/19 1:17,3/21/19 1:17,Thursday,1:00 AM,3/21/19 1:36,1127,100,Winnetka,California,91306,Used,D
446,A,1,16,16,0,4,12,USD,175837,FixedPriceItem,FALSE,0,3/21/19 1:04,3/21/19 1:04,3/21/19 1:04,Thursday,1:00 AM,3/21/19 1:36,183,100,Huntington Beach,California,92647,Used,D
447,A,1,15.69,15.69,0,4.69,11,USD,175837,FixedPriceItem,FALSE,0,3/5/19 2:56,3/5/19 2:56,3/5/19 2:56,Tuesday,2:00 AM,3/6/19 19:47,2258,98.8,Pomona,California,91767,Used,D
448,A,1,15.5,15.5,0,0,15.5,USD,175837,FixedPriceItem,FALSE,0,1/19/19 2:30,1/19/19 2:30,1/19/19 2:30,Saturday,2:00 AM,1/19/19 2:48,37,100,Fountain Valley,California,92708,Used,D
449,A,1,15,15,0,5,10,USD,175837,FixedPriceItem,FALSE,0,2/20/19 0:04,2/20/19 0:04,2/20/19 0:04,Wednesday,12:00 AM,2/20/19 22:48,1193,99,Montrose,California,91020,Used,D
450,A,1,14.99,14.99,0,0,14.99,USD,175837,FixedPriceItem,FALSE,0,3/17/19 2:28,3/17/19 2:28,3/17/19 2:28,Sunday,2:00 AM,3/19/19 19:26,300,98.4,Murrieta,California,92562,Used,D
451,A,1,14.49,14.49,0,4.5,9.99,USD,175837,FixedPriceItem,FALSE,0,3/26/19 12:09,3/26/19 12:09,3/26/19 12:09,Tuesday,12:00 PM,3/29/19 21:20,3590,99.2,Citrus Heights,California,95621,Used,D
452,A,1,14,14,0,0,14,USD,175837,FixedPriceItem,FALSE,0,3/7/19 19:39,3/7/19 19:39,3/7/19 19:39,Thursday,7:00 PM,3/8/19 2:53,5923,99.4,Buena Park,California,90620,Used,D
453,A,1,12.99,12.99,0,0,12.99,USD,2228,FixedPriceItem,FALSE,0,5/27/19 5:41,5/27/19 2:30,5/27/19 2:30,Monday,2:00 AM,5/27/19 14:03,935,100,Davis,California,95618,Very Good,D
454,A,1,10,10,0,0,10,USD,2228,FixedPriceItem,FALSE,0,4/30/19 0:36,4/30/19 0:57,4/30/19 0:57,Tuesday,12:00 AM,4/30/19 2:46,930,100,Davis,California,95618,Very Good,D
455,A,1,9.99,9.99,0,0,9.99,USD,175837,FixedPriceItem,FALSE,0,5/29/19 4:22,5/29/19 2:30,5/29/19 2:30,Wednesday,2:00 AM,5/29/19 19:07,25,100,Los Angeles,California,90057,For parts ,D
456,A,1,19.82,19.82,0,0,18,USD,175837,FixedPriceItem,FALSE,0,6/22/19 23:07,6/22/19 23:12,6/22/19 23:12,Saturday,11:00 PM,6/24/19 3:29,3619,97.7,Fresno,California,93704,Used,O
457,C,1,27.85,27.85,0,5.85,22,USD,9972,Chinese,FALSE,1,2/11/19 18:44,4/15/19 18:08,,Saturday,12:00 AM,2/14/19 17:06,10,75,El Dorado,Arkansas,71730,Used,D
458,C,1,27.53,27.53,0,5.53,22,USD,175837,FixedPriceItem,FALSE,0,2/15/19 0:17,4/15/19 18:08,,Saturday,12:00 AM,2/27/19 19:07,8,100,Peoria,Arizona,85382,Used,D
459,A,1,20,20,0,0,20,USD,175837,FixedPriceItem,FALSE,0,2/22/19 4:58,2/22/19 4:58,2/22/19 4:58,Friday,4:00 AM,2/22/19 21:43,886,99.5,Maricopa,Arizona,85139,Used,D
460,A,1,20,20,0,0,20,USD,175837,FixedPriceItem,FALSE,0,3/20/19 3:15,3/20/19 3:15,3/20/19 3:15,Wednesday,3:00 AM,3/20/19 20:47,356,100,Somerton,Arizona,85350,Used,D
461,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,5/24/19 16:34,5/24/19 14:46,5/24/19 14:46,Friday,2:00 PM,5/27/19 15:02,141,95.9,Phoenix,Arizona,85033,Used,D
462,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,2/28/19 17:27,2/28/19 17:27,2/28/19 17:27,Thursday,5:00 PM,2/28/19 20:05,1895,99.5,Phoenix,Arizona,85043,Used,D
463,A,1,19.97,19.97,0,0,19.97,USD,175837,FixedPriceItem,FALSE,0,6/3/19 3:53,6/3/19 2:30,6/3/19 2:30,Monday,2:00 AM,6/3/19 13:08,530,99.7,Lakeside,Arizona,85929,Used,D
464,A,1,18.5,18.5,0,0,18.5,USD,175837,Chinese,TRUE,8,2/18/19 18:04,2/18/19 18:04,2/18/19 18:04,Monday,6:00 PM,2/25/19 18:31,67,100,Prescott Valley,Arizona,86314,Used,D
465,A,1,16.69,16.69,0,4.69,12,USD,175837,FixedPriceItem,FALSE,0,6/9/19 3:16,6/9/19 2:30,6/9/19 2:30,Sunday,2:00 AM,6/10/19 6:05,291,98.3,Phoenix,Arizona,85032,Used,D
466,A,1,19.05,19.05,0,2.75,16.3,USD,2228,Chinese,FALSE,1,3/28/19 18:27,3/28/19 18:27,3/28/19 18:27,Thursday,6:00 PM,3/29/19 0:37,32,100,Juneau,Alaska,99801,Like New,D
467,A,1,19.88,19.88,0,0,19.88,USD,175837,FixedPriceItem,FALSE,0,4/21/19 0:13,4/21/19 0:13,4/21/19 0:13,Sunday,12:00 AM,4/23/19 3:32,1116,99.7,Opelika,Alabama,36804,Used,D
468,A,1,17.99,17.99,0,0,17.99,USD,175837,FixedPriceItem,FALSE,0,6/2/19 0:31,6/2/19 0:39,6/2/19 0:39,Sunday,12:00 AM,6/3/19 16:51,59,100,Birmingham,Alabama,35242,Used,D
469,A,1,15.73,15.73,0,4.53,11.2,USD,175837,Chinese,FALSE,1,5/20/19 14:19,5/27/19 14:19,5/27/19 14:19,Monday,2:00 PM,5/28/19 22:14,11,100,Mobile,Alabama,36660,Used,D
470,A,1,14.53,14.53,0,4.53,10,USD,175837,FixedPriceItem,FALSE,0,1/8/19 1:50,1/8/19 1:50,1/8/19 1:50,Tuesday,1:00 AM,1/29/19 20:27,734,98.8,Semmes,Alabama,36575,Used,D
471,A,1,19.99,19.99,0,0,19.99,USD,33564,FixedPriceItem,FALSE,0,6/24/19 21:22,6/25/19 2:30,6/25/19 2:30,Tuesday,2:00 AM,6/26/19 1:24,1597,99.1,San Diego,California,92123,Used,O
472,A,1,19.95,19.95,0,0,19.95,USD,175837,FixedPriceItem,FALSE,0,1/1/19 2:57,1/1/19 2:57,1/1/19 2:57,Tuesday,2:00 AM,1/1/19 3:15,33,97.1,\N,Oregon,\N,Used,D
473,A,1,16.2,16.2,0,0,16.2,USD,175837,FixedPriceItem,FALSE,0,6/20/19 20:05,6/30/19 23:28,6/30/19 23:28,Sunday,11:00 PM,7/1/19 21:40,12974,99.7,\N,Georgia,\N,Used,O
